Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
669,Tony Hawk's Underground 2,PS2,24,Sports,Activision,115,85,1,26,61
670,Madden NFL 10,PS3,29,Sports,Electronic Arts,192,13,0,21,61
671,Kinect Sports: Season Two,X360,31,Sports,Microsoft Game Studios,128,73,2,22,60
672,Kirby's Dream Land 2,GB,15,Platform,Nintendo,59,14,126,5,60
673,LEGO Harry Potter: Years 1-4,DS,30,Action,Warner Bros. Interactive Entertainment,97,104,0,23,59
674,Donkey Kong Land II,GB,16,Platform,Nintendo,129,47,38,8,59
675,Dragon Warrior Monsters,GB,18,Role-Playing,Eidos Interactive,0,0,163,1,59
676,Midnight Club: Los Angeles,X360,28,Racing,Take-Two Interactive,158,45,1,20,59
677,Skylanders SWAP Force,Wii,33,Platform,Activision,122,82,0,20,58
678,WWE SmackDown vs Raw 2008,PS2,27,Fighting,THQ,82,0,1,119,58
679,My Fitness Coach,Wii,28,Sports,Ubisoft,110,89,0,24,58
680,Resident Evil - Code: Veronica X,PS2,21,Action,Capcom,98,69,32,21,58
681,The Sims 3,X360,30,Simulation,Electronic Arts,117,85,0,20,57
682,The Legend of Zelda: Majora's Mask 3D,3DS,35,Action,Nintendo,104,53,44,17,56
683,NBA 2K16,XOne,35,Sports,Take-Two Interactive,182,14,0,24,56
684,Just Dance Kids,Wii,30,Misc,Ubisoft,147,55,0,19,56
685,Mario Tennis,N64,20,Sports,Nintendo,68,39,96,7,56
686,Grand Theft Auto,PS,17,Action,Take-Two Interactive,69,133,4,14,56
687,James Bond 007: Everything or Nothing,PS2,24,Shooter,Electronic Arts,75,105,9,32,55
688,WarioWare Touched!,DS,24,Puzzle,Nintendo,42,44,108,13,55
689,Need For Speed: High Stakes,PS,19,Racing,Electronic Arts,148,63,0,9,55
690,Chrono Trigger,SNES,15,Role-Playing,SquareSoft,23,0,150,1,55
691,Cool Boarders 3,PS,18,Sports,989 Studios,155,45,10,10,55
692,LEGO Marvel Super Heroes,X360,33,Action,Warner Bros. Interactive Entertainment,114,84,0,21,54
693,Guild Wars 2,PC,32,Action,NCSoft,85,105,0,29,54
694,Pokemon Ranger: Shadows of Almia,DS,28,Role-Playing,Nintendo,85,53,57,18,54
695,Dead Island,PS3,31,Action,Deep Silver,98,74,15,31,53
696,Tomb Raider II,PC,17,Action,Eidos Interactive,81,124,0,13,53
697,God of War: Ascension,PS3,33,Action,Sony Computer Entertainment,113,67,4,34,53
698,Need for Speed Underground 2,XB,24,Racing,Electronic Arts,128,79,0,10,52
699,Pro Evolution Soccer 2010,PS3,29,Sports,Konami Digital Entertainment,25,126,43,26,52
700,Just Dance 2015,Wii,34,Misc,Ubisoft,101,97,0,20,52
701,Yokai Watch Busters,3DS,35,Action,Level 5,0,0,160,0,52
702,Mario Bros.,NES,3,Platform,Nintendo,41,12,136,2,52
703,FIFA Soccer 09,PS2,28,Sports,Electronic Arts,31,7,1,133,52
704,Star Wars: The Force Unleashed,PS3,28,Action,LucasArts,91,89,0,37,52
705,Borderlands 2,PS3,32,Shooter,Take-Two Interactive,95,76,10,36,52
706,TOCA Touring Car Championship,PS,17,Racing,Codemasters,5,189,2,18,52
707,Paper Mario: Sticker Star,3DS,32,Role-Playing,Nintendo,102,38,59,12,51
708,Sonic's Ultimate Genesis Collection,PS3,29,Misc,Sega,124,61,0,31,51
709,Super Monkey Ball: Banana Blitz,Wii,26,Misc,Sega,97,91,4,24,51
710,Kirby: Nightmare in Dream Land,GBA,22,Platform,Nintendo,112,10,83,4,51
711,Wario Land 4,GBA,21,Platform,Nintendo,80,72,50,9,50
712,Guitar Hero III: Legends of Rock,PS3,27,Misc,Activision,130,53,2,30,50
713,Call of Duty 3,Wii,37,Shooter,Activision,109,83,0,23,50
714,Resident Evil 4,Wii,27,Action,Capcom,124,56,14,21,50
715,Minecraft,PSV,34,Misc,Sony Computer Entertainment Europe,23,78,79,32,49
716,Onimusha 2: Samurai's Destiny,PS2,22,Adventure,Capcom,52,43,96,13,49
717,Cool Boarders 2,PS,17,Sports,UEP Systems,142,45,20,8,49
718,Paper Mario: The Thousand-Year Door,GC,24,Role-Playing,Nintendo,138,25,43,6,49
719,Madden NFL 12,PS3,31,Sports,Electronic Arts,182,15,0,17,49
720,Monster Hunter Tri,Wii,29,Role-Playing,Nintendo,57,40,95,11,49
721,Dissidia: Final Fantasy,PSP,28,Fighting,Square Enix,41,50,83,32,49
722,Sonic Advance,GBA,21,Platform,Sega,109,70,22,13,48
723,Spyro: Season of Ice,GBA,21,Platform,Vivendi Games,119,82,0,11,47
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,10,Action,Konami Digital Entertainment,164,25,21,3,47
725,LEGO Indiana Jones: The Original Adventures,DS,28,Action,Activision,132,60,0,21,47
726,Dance Dance Revolution X2,PS2,29,Simulation,Konami Digital Entertainment,99,84,0,28,47
727,New Super Luigi U,WiiU,33,Platform,Nintendo,117,61,18,16,46
728,Prince of Persia: The Sands of Time,PS2,23,Action,Ubisoft,78,102,0,31,46
729,Scribblenauts,DS,29,Puzzle,Warner Bros. Interactive Entertainment,161,32,2,18,46
730,The Legend of Zelda: Link's Awakening DX,GB,18,Adventure,Nintendo,90,62,42,13,46
731,Need for Speed: Hot Pursuit,X360,30,Racing,Electronic Arts,93,97,0,21,46
732,BioShock 2,X360,30,Shooter,Take-Two Interactive,135,54,2,19,45
733,Assassin's Creed IV: Black Flag,XOne,33,Action,Ubisoft,137,54,0,19,45
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,26,Action,Capcom,96,81,5,28,45
735,Rock Band 2,X360,28,Misc,Electronic Arts,168,24,0,18,44
736,Frogger,2600,1,Action,Parker Bros.,195,12,0,2,44
737,Guitar Hero II,X360,27,Misc,Activision,190,2,0,17,44
738,Wario Land 3,GB,20,Platform,Nintendo,101,50,32,23,44
739,Pro Yakyuu Family Stadium,NES,6,Sports,Namco Bandai Games,13,0,151,0,44
740,Sonic Unleashed,Wii,28,Platform,Sega,118,67,2,21,44
741,High School Musical: Makin' the Cut!,DS,27,Puzzle,Disney Interactive Studios,96,90,0,23,44
742,Pro Evolution Soccer 2012,PS3,31,Action,Konami Digital Entertainment,28,96,51,33,43
743,Saints Row,X360,26,Action,THQ,107,77,2,22,43
744,Star Wars: Knights of the Old Republic,XB,23,Role-Playing,Activision,158,43,0,8,43
745,Kirby's Pinball Land,GB,12,Misc,Nintendo,77,17,100,5,43
746,Donkey Kong Country,GB,20,Platform,Nintendo,94,71,29,13,43
747,Hitman: Absolution,PS3,32,Action,Square Enix,49,106,7,45,43
748,Yu-Gi-Oh: Duel Monsters 4,GB,20,Role-Playing,Konami Digital Entertainment,0,0,157,1,42
749,ATV Offroad Fury 2,PS2,22,Racing,THQ,181,20,0,6,42
750,Forza Motorsport 5,XOne,33,Racing,Microsoft Game Studios,111,77,1,17,42
751,Madden NFL 25,X360,33,Sports,Electronic Arts,186,7,0,13,42
752,Pokemon Ranger,DS,26,Role-Playing,Nintendo,119,4,67,12,42
753,Mario & Luigi: Superstar Saga,GBA,23,Role-Playing,Nintendo,138,17,44,6,41
754,Final Fantasy XIII,X360,30,Role-Playing,Square Enix,117,67,1,20,41
755,Star Wars: Rogue Squadron,N64,18,Simulation,Nintendo,150,45,8,3,41
756,Tennis,NES,4,Sports,Nintendo,38,11,131,2,41
757,The Sims: House Party,PC,21,Simulation,Electronic Arts,113,82,0,10,40
758,Your Shape featuring Jenny McCarthy,Wii,29,Sports,Ubisoft,141,46,0,18,40
759,Syphon Filter 2,PS,20,Shooter,Sony Computer Entertainment,140,54,2,8,39
760,Tom Clancy's Rainbow Six: Siege,PS4,35,Shooter,Ubisoft,44,115,13,32,39
761,Volleyball,NES,7,Sports,Nintendo,12,3,148,0,39
762,FIFA 15,XOne,34,Sports,Electronic Arts,50,139,0,14,39
763,Call of Duty: Roads to Victory,PSP,27,Shooter,Activision,42,102,0,59,38
764,Super Mario RPG: Legend of the Seven Stars,SNES,16,Role-Playing,Nintendo,56,0,124,3,38
765,Mahjong,NES,3,Misc,Nintendo,1,0,156,0,38
766,R.C. Pro-Am,NES,8,Racing,Nintendo,137,37,19,10,38
767,SimCity 2000,PC,12,Simulation,Maxis,110,83,0,10,38
768,Demon Attack,2600,1,Shooter,Imagic,188,12,0,2,37
769,Dance Dance Revolution Extreme,PS2,24,Simulation,Konami Digital Entertainment,94,80,0,27,37
770,Tetris DS,DS,26,Puzzle,Nintendo,54,7,117,8,37
771,Final Fantasy Tactics Advance,GBA,23,Role-Playing,SquareSoft,72,36,81,5,37
772,Far Cry: Primal,PS4,36,Action,Ubisoft,49,115,6,33,37
773,Toy Story 3: The Video Game,DS,30,Action,Disney Interactive Studios,83,96,2,21,36
774,Final Fantasy III,DS,26,Role-Playing,Square Enix,81,5,97,9,36
775,Kirby's Epic Yarn,Wii,30,Platform,Nintendo,137,9,42,11,36
776,Project Gotham Racing,XB,21,Racing,Microsoft Game Studios,127,60,5,9,36
777,Golf,GB,9,Sports,Nintendo,73,33,84,4,36
778,NBA 2K12,PS3,31,Sports,Take-Two Interactive,151,27,5,18,35
779,Borderlands,PS3,29,Shooter,Take-Two Interactive,110,61,0,29,35
780,Tony Hawk's Pro Skater,N64,20,Sports,Activision,158,39,0,3,35
781,PES 2009: Pro Evolution Soccer,PS3,28,Sports,Konami Digital Entertainment,9,132,38,26,35
782,Need for Speed: Hot Pursuit 2,PS2,22,Racing,Electronic Arts,158,31,2,9,35
783,Mario Sports Mix,Wii,30,Sports,Nintendo,80,44,58,13,35
784,Rock Band,Wii,37,Misc,MTV Games,125,55,0,20,35
785,Dynasty Warriors 4,PS2,23,Action,Tecmo Koei,53,21,103,13,35
786,Mortal Kombat,X360,31,Fighting,Warner Bros. Interactive Entertainment,153,33,0,15,35
787,Parasite Eve,PS,18,Role-Playing,SquareSoft,84,7,95,4,34
788,Scooby-Doo! Night of 100 Frights,PS2,22,Platform,THQ,107,71,0,22,34
789,Project Gotham Racing (JP weekly sales),XB,22,Action,Microsoft Game Studios,144,43,4,7,34
790,Need for Speed: Most Wanted 5-1-0,PSP,25,Racing,Electronic Arts,167,13,2,18,34
791,Portal 2,X360,31,Shooter,Valve Software,131,50,1,17,34
792,Devil May Cry 3: Dante's Awakening,PS2,25,Action,Capcom,89,62,28,19,33
793,Derby Stallion,PS,17,Sports,ASCII Entertainment,0,0,146,14,33
794,Dead Rising,X360,26,Action,Capcom,106,64,8,20,33
795,Finding Nemo,PS2,23,Action,THQ,116,59,5,18,33
796,NBA 2K11,X360,30,Action,Take-Two Interactive,173,12,1,13,33
797,Wipeout: The Game,Wii,29,Misc,Mindscape,186,0,0,12,33
798,The Sims 2: Pets,DS,26,Simulation,Electronic Arts,82,93,0,22,33
799,Battlefield: Hardline,PS4,35,Shooter,Electronic Arts,60,92,14,32,33
800,Metal Gear Solid: Peace Walker,PSP,30,Action,Konami Digital Entertainment,36,41,88,25,33
801,World of Warcraft: Cataclysm,PC,30,Role-Playing,Activision,167,32,0,0,32
802,Tetris Worlds,PS2,22,Puzzle,THQ,101,70,0,27,32
803,Need For Speed: Undercover,PS3,28,Racing,Electronic Arts,53,101,5,39,32
804,Dance Dance Revolution: Hottest Party,Wii,27,Simulation,Konami Digital Entertainment,126,51,0,20,32
805,Mario Party 5,GC,23,Misc,Nintendo,87,33,67,6,32
806,Ghostbusters: The Video Game (DS Version),PS3,30,Action,Take-Two Interactive,49,98,13,36,32
807,Sim Theme Park,PC,18,Strategy,Electronic Arts,193,4,0,0,32
808,Warcraft: Orcs & Humans,PC,14,Strategy,Activision,79,107,0,11,32
809,Skate 3,PS3,30,Sports,Electronic Arts,69,93,0,35,32
810,Spec Ops: Airborne Commando,PS,22,Shooter,Take-Two Interactive,144,45,0,8,31
811,Kingdom Hearts: Birth by Sleep,PSP,30,Role-Playing,Square Enix,53,41,69,26,31
812,UFC 2009 Undisputed,X360,29,Fighting,THQ,138,38,0,19,31
813,Dark Souls,PS3,31,Role-Playing,Namco Bandai Games,65,53,50,23,31
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,21,Strategy,Konami Digital Entertainment,154,35,0,7,31
815,Need for Speed: ProStreet,X360,27,Racing,Electronic Arts,94,79,1,22,30
816,The Sims 3,PS3,30,Simulation,Electronic Arts,63,96,2,34,30
817,Tom Clancy's Splinter Cell: Conviction,X360,30,Action,Ubisoft,110,62,4,19,30
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,25,Role-Playing,Nintendo,61,51,68,8,30
819,The Incredibles,GBA,24,Action,THQ,105,76,4,10,30
820,R4: Ridge Racer Type 4,PS,18,Racing,Namco Bandai Games,58,45,73,13,30
821,SoulCalibur II,PS2,23,Fighting,Namco Bandai Games,96,61,13,25,30
822,Mario & Luigi: Dream Team,3DS,33,Role-Playing,Nintendo,79,56,43,13,30
823,Need for Speed: ProStreet,PS3,27,Racing,Electronic Arts,63,91,4,37,29
824,Carnival Games,DS,28,Misc,Take-Two Interactive,113,63,0,19,29
825,NBA 2K14,PS3,33,Sports,Take-Two Interactive,133,33,4,25,29
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,25,Role-Playing,Nintendo,106,6,77,0,29
827,Sonic Mega Collection,GC,22,Misc,Infogrames,137,47,5,6,29
828,Diablo III,PS3,33,Role-Playing,Activision,61,82,15,35,29
829,NBA Jam,GEN,12,Sports,Arena Entertainment,165,25,0,5,29
830,PGR4 - Project Gotham Racing 4,X360,27,Racing,Microsoft Game Studios,38,128,2,25,29
831,Kingdom Hearts 358/2 Days,DS,29,Role-Playing,Square Enix,101,27,49,14,28
832,Dance Central 2,X360,31,Misc,Microsoft Game Studios,135,41,1,16,28
833,Rayman Raving Rabbids: TV Party,Wii,28,Misc,Ubisoft,63,108,0,23,28
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,26,Shooter,Sony Computer Entertainment,164,2,0,28,28
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,25,Action,Ubisoft,61,101,0,31,28
836,Donkey Kong Country,GBA,23,Platform,Nintendo,110,47,28,7,28
837,Need for Speed: The Run,PS3,31,Action,Electronic Arts,48,105,3,37,28
838,Madden NFL 15,PS4,34,Sports,Electronic Arts,143,25,0,25,27
839,1080°: TenEighty Snowboarding,N64,18,Sports,Nintendo,115,60,13,5,27
840,Just Dance 3,X360,31,Misc,Ubisoft,137,39,0,16,27
841,NBA Live 2004,PS2,23,Sports,Electronic Arts,147,18,0,27,27
842,Dead Space,PS3,28,Action,Electronic Arts,95,66,0,30,26
843,Call of Duty 2,X360,25,Shooter,Activision,170,5,1,15,26
844,Madden NFL 15,X360,34,Sports,Electronic Arts,166,9,0,17,26
845,Forza Horizon,X360,32,Racing,Microsoft Game Studios,72,97,4,18,26
846,TouchMaster,DS,27,Puzzle,Midway Games,39,126,0,25,25
847,Tom Clancy's The Division,XOne,36,Shooter,Ubisoft,110,61,0,18,25
848,LEGO Marvel Super Heroes,PS3,33,Action,Warner Bros. Interactive Entertainment,67,84,1,37,24
849,Fire Emblem: Awakening,3DS,32,Role-Playing,Nintendo,79,44,49,13,24
850,DriveClub,PS4,34,Racing,Sony Computer Entertainment,29,130,2,33,24
851,Super Street Fighter II,SNES,13,Fighting,Nintendo,42,16,111,3,24
852,Mortal Kombat vs. DC Universe,PS3,28,Fighting,Midway Games,138,30,0,22,24
853,Tenchu: Stealth Assassins,PS,17,Action,Activision,85,63,26,13,23
854,Tennis,GB,9,Sports,Nintendo,65,30,82,4,23
855,Harry Potter and the Chamber of Secrets,GBA,22,Action,Electronic Arts,111,63,5,9,23
856,Harry Potter and the Chamber of Secrets,PS,22,Action,Electronic Arts,65,108,2,12,22
857,SimCity,SNES,11,Simulation,Nintendo,83,27,69,4,22
858,Battlefield 4,XOne,33,Shooter,Electronic Arts,115,57,0,16,22
859,Resident Evil 6,X360,32,Shooter,Capcom,101,62,7,16,22
860,Dragon Age: Inquisition,PS4,34,Role-Playing,Electronic Arts,62,85,8,32,21
861,Sonic Classic Collection,DS,30,Platform,Sega,89,79,0,18,21
862,Spyro: Enter the Dragonfly,PS2,22,Platform,Universal Interactive,64,94,0,28,21
863,Call of Duty: World at War,Wii,28,Shooter,Activision,110,58,0,19,21
864,Devil May Cry 2,PS2,23,Action,Capcom,61,57,47,17,21
865,Burnout Paradise,PS3,28,Racing,Electronic Arts,91,63,2,30,21
866,E.T.: The Extra Terrestrial,2600,1,Action,Atari,173,11,0,2,21
867,BioShock Infinite,X360,33,Shooter,Take-Two Interactive,112,56,2,15,20
868,Hot Shots Golf: Open Tee,PSP,24,Sports,Sony Computer Entertainment,40,49,58,33,20
869,Rad Racer,NES,6,Racing,Nintendo,103,36,39,5,20
870,Soccer,NES,5,Sports,Nintendo,15,23,129,2,20
871,Kirby Squeak Squad,DS,26,Platform,Nintendo,69,3,95,8,20
872,Tom Clancy's Rainbow Six: Vegas,X360,26,Shooter,Ubisoft,99,64,2,20,20
873,Destiny,X360,34,Shooter,Activision,120,48,0,16,19
874,Crash Nitro Kart,PS2,23,Racing,Vivendi Games,64,100,0,20,19
875,Grand Theft Auto: San Andreas,XB,25,Action,Take-Two Interactive,116,60,0,9,19
876,Star Wars: Dark Forces,PC,14,Shooter,LucasArts,99,76,0,9,19
877,NBA Street Vol. 2,PS2,23,Sports,Electronic Arts,159,20,0,6,19
878,Def Jam Vendetta,PS2,23,Fighting,Electronic Arts,85,73,0,25,18
879,FIFA Soccer 09,X360,28,Sports,Electronic Arts,39,125,1,18,18
880,Who wants to be a millionaire,PC,19,Misc,Disney Interactive Studios,183,0,0,0,18
881,Scooby Doo and the Cyber Chase,PS,21,Adventure,THQ,49,122,0,13,18
882,Alleyway,GB,9,Puzzle,Nintendo,86,37,51,5,18
883,Dragon Ball Z: Budokai 3,PS2,24,Fighting,Atari,99,15,60,4,18
884,Jet Moto 2,PS,17,Racing,Sony Computer Entertainment,131,41,3,7,18
885,Tom Clancy's Ghost Recon,PS2,22,Shooter,Ubisoft,132,39,0,12,18
886,X-Men Legends,PS2,24,Role-Playing,Activision,90,71,0,21,17
887,Batman: Arkham Origins,X360,33,Action,Warner Bros. Interactive Entertainment,105,60,0,17,17
888,Guitar Hero: World Tour,PS3,28,Misc,Activision,100,55,0,27,17
889,Mortal Kombat II,SNES,13,Fighting,Acclaim Entertainment,138,38,0,6,17
890,Virtua Fighter 2,SAT,15,Fighting,Sega,28,26,112,3,17
891,Tetris DX,GB,18,Puzzle,Nintendo,96,59,20,7,17
892,Mortal Kombat vs. DC Universe,X360,28,Fighting,Midway Games,143,24,0,16,17
893,Watch Dogs,PS3,34,Action,Ubisoft,46,88,10,37,17
894,Mario Super Sluggers,Wii,28,Sports,Nintendo,141,0,28,12,17
895,Tomb Raider (2013),X360,33,Action,Square Enix,76,86,1,17,16
896,The Legend of Zelda: Oracle of Ages,GB,21,Action,Nintendo,82,52,39,6,16
897,Need for Speed: Shift,X360,29,Racing,Electronic Arts,63,96,1,22,16
898,Monopoly,Wii,28,Misc,Electronic Arts,77,84,0,20,16
899,Red Faction,PS2,21,Shooter,THQ,66,95,0,20,16
900,The Sims: Makin' Magic,PC,23,Simulation,Electronic Arts,93,79,0,9,16
901,MX Unleashed,PS2,24,Racing,THQ,84,72,0,25,16
902,PaRappa The Rapper,PS,16,Misc,Sony Computer Entertainment,22,16,125,3,16
903,Toy Story Mania!,Wii,29,Misc,Disney Interactive Studios,96,66,0,18,16
904,Mario Party 3,N64,20,Misc,Nintendo,62,16,92,2,15
905,Star Wars: The Force Unleashed,Wii,28,Action,LucasArts,104,56,0,19,15
906,Game Party 2,Wii,28,Misc,Midway Games,120,43,0,17,15
907,Destiny: The Taken King,PS4,35,Shooter,Activision,67,77,4,31,15
908,LEGO Star Wars III: The Clone Wars,Wii,31,Action,LucasArts,98,65,0,17,15
909,Star Wars Rogue Leader: Rogue Squadron II,GC,21,Simulation,LucasArts,93,74,3,9,14
910,Max Payne 3,PS3,32,Shooter,Take-Two Interactive,49,91,6,32,14
911,Need for Speed Rivals,PS4,33,Racing,Electronic Arts,63,90,3,22,13
912,Madden NFL 09,PS3,28,Sports,Electronic Arts,146,15,0,18,13
913,Yokai Watch,3DS,33,Role-Playing,Nintendo,17,30,115,4,13
914,Ratchet & Clank Future: A Crack in Time,PS3,29,Platform,Sony Computer Entertainment,95,53,3,26,12
915,Yu-Gi-Oh! Forbidden Memories,PS,19,Role-Playing,Konami Digital Entertainment,127,43,0,8,12
916,Mortal Kombat: Deception,PS2,24,Fighting,Midway Games,82,71,0,24,12
917,Hot Shots Golf 2,PS,19,Sports,Sony Computer Entertainment,21,12,126,3,12
918,Medal of Honor: European Assault (All Region sales),PS2,25,Shooter,Electronic Arts,79,68,9,21,12
919,WCW Nitro,PS,18,Fighting,THQ,132,35,3,7,12
920,High School Musical: Sing It!,PS2,27,Misc,Disney Interactive Studios,37,8,0,116,11
921,Star Fox Adventures,GC,22,Adventure,Nintendo,86,52,29,9,11
922,FIFA 2000,PS,18,Sports,Electronic Arts,18,143,4,14,11
923,Dynasty Warriors 3,PS2,21,Action,THQ,43,16,97,10,11
924,Donkey Kong Country Returns,3DS,33,Platform,Nintendo,63,61,38,12,11
925,The Legend of Zelda: Oracle of Seasons,GB,21,Adventure,Nintendo,77,51,39,6,10
926,Madden NFL 06,XB,25,Sports,Electronic Arts,165,3,0,8,10
927,Shrek 2,PS2,24,Platform,Activision,102,68,3,2,10
928,The Legend of Dragoon,PS,19,Role-Playing,Sony Computer Entertainment,84,43,37,10,10
929,Turok 2: Seeds of Evil,N64,17,Platform,Acclaim Entertainment,127,40,4,4,10
930,SingStar,PS2,24,Misc,Sony Computer Entertainment,0,135,0,49,10
931,LittleBigPlanet 3,PS4,34,Platform,Sony Computer Entertainment,54,91,1,29,10
932,NBA Live 2002,PS2,21,Sports,Electronic Arts,81,70,0,24,10
933,Phineas and Ferb,DS,29,Action,Disney Interactive Studios,124,36,0,15,10
934,Chrono Cross,PS,19,Role-Playing,SquareSoft,52,41,63,12,10
935,GoldenEye 007 (2010),Wii,30,Action,Activision,75,70,13,16,10
936,Mario Party: Island Tour,3DS,33,Misc,Nintendo,51,58,51,11,9
937,Jak 3,PS2,24,Platform,Sony Computer Entertainment,123,48,0,3,9
938,Rayman Raving Rabbids 2,Wii,27,Misc,Ubisoft,73,81,0,20,9
939,Kingdom Hearts: Chain of Memories,GBA,24,Role-Playing,Square Enix,116,18,33,6,9
940,Pinball,NES,4,Action,Nintendo,70,19,77,3,9
941,inFAMOUS 2,PS3,31,Action,Sony Computer Entertainment,95,48,8,23,9
942,Gran Turismo Concept 2001 Tokyo,PS2,21,Racing,Unknown,0,109,40,33,8
943,Demon's Souls,PS3,29,Role-Playing,Namco Bandai Games,87,34,33,18,8
944,NCAA Football 06,PS2,25,Sports,Electronic Arts,143,5,0,25,8
945,"Hey You, Pikachu!",N64,18,Simulation,Nintendo,73,6,85,0,7
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,25,Misc,THQ,121,48,0,3,7
947,World of Warcraft: Mists of Pandaria,PC,32,Role-Playing,Activision,74,75,0,23,7
948,Jet Moto,PS,16,Racing,Sony Computer Entertainment,123,39,3,7,7
949,Just Cause 3,PS4,35,Action,Square Enix,36,101,7,28,7
950,Secret of Mana,SNES,13,Role-Playing,SquareSoft,21,7,127,2,7
951,The Orange Box,X360,27,Shooter,Electronic Arts,99,53,2,17,7
952,Air Combat,PS,15,Simulation,Sony Computer Entertainment,82,33,48,5,7
953,Kirby: Triple Deluxe,3DS,34,Platform,Nintendo,51,34,73,9,6
954,Sonic & Knuckles,GEN,14,Platform,Sega,114,42,3,12,6
955,Namco Museum,PS2,21,Misc,Namco Bandai Games,163,7,0,2,6
956,The Sims: Hot Date,PC,21,Simulation,Electronic Arts,170,0,0,0,6
957,Metroid Prime 3: Corruption,Wii,27,Shooter,Nintendo,81,73,7,9,6
958,Dragon Quest VI: Realms of Revelation,DS,30,Role-Playing,Nintendo,18,21,117,3,5
959,The Evil Within,PS4,34,Action,Bethesda Softworks,45,83,11,31,5
960,DDRMAX2: Dance Dance Revolution,PS2,23,Simulation,Konami Digital Entertainment,95,58,0,18,5
961,Crazy Taxi,DC,20,Racing,Sega,100,50,12,8,5
962,Virtua Fighter 4,PS2,22,Fighting,Sega,68,43,52,4,5
963,Sly 2: Band of Thieves,PS2,24,Platform,Sony Computer Entertainment,78,68,0,23,5
964,Guitar Hero: World Tour,PS2,28,Misc,Activision,90,3,0,77,4
965,Sonic Advance 2,GBA,22,Platform,Sega,83,58,21,7,4
966,Madden NFL 07,X360,26,Sports,Electronic Arts,156,0,1,13,4
967,NBA 2K11,PS3,30,Action,Take-Two Interactive,131,21,3,16,4
968,NFL GameDay 2000,PS,19,Sports,989 Studios,90,67,0,12,4
969,Call of Duty: Black Ops 3,PS3,35,Shooter,Activision,39,95,7,27,3
970,Disney's The Lion King,SNES,14,Platform,Virgin Interactive,116,38,8,6,3
971,Beyond: Two Souls,PS3,33,Adventure,Sony Computer Entertainment,42,87,6,34,3
972,Kinect Star Wars,X360,32,Action,Microsoft Game Studios,95,56,3,14,2
973,Midnight Club II,PS2,23,Racing,Take-Two Interactive,115,29,0,24,2
974,Dragon Quest Monsters: Joker,DS,26,Role-Playing,Square Enix,19,3,127,3,2
975,SpongeBob SquarePants: SuperSponge,PS,21,Action,THQ,102,57,0,8,2
976,The Getaway: Black Monday,PS2,24,Action,Sony Computer Entertainment,32,100,2,36,2
977,Professor Layton and the Mask of Miracle,3DS,31,Puzzle,Nintendo,27,94,34,14,2
978,Just Cause 2,PS3,30,Action,Square Enix,35,93,6,33,2
979,Dragon's Dogma,PS3,32,Role-Playing,Capcom,34,45,66,19,2
980,The Legend of Zelda: The Wind Waker,WiiU,33,Action,Nintendo,83,56,14,13,1
981,50 Cent: Bulletproof,PS2,25,Action,Vivendi Games,75,75,0,16,1
982,High School Musical: Sing It!,Wii,27,Misc,Disney Interactive Studios,106,44,0,16,1
983,Wii Party U,WiiU,33,Misc,Nintendo,26,53,78,8,1
984,Madden NFL 25,PS3,33,Sports,Electronic Arts,149,3,0,15,1
985,Final Fantasy II,SNES,11,Role-Playing,Square,20,9,115,12,1
986,Kirby 64: The Crystal Shards,N64,20,Platform,Nintendo,53,6,93,4,1
987,Dead or Alive 3,XB,21,Fighting,Microsoft Game Studios,109,29,23,6,1
988,UFC 2009 Undisputed,PS3,29,Fighting,THQ,97,44,1,24,1
989,Metroid II: Return of Samus,GB,11,Adventure,Nintendo,75,31,52,4,0
990,WWF Attitude,PS,18,Fighting,Acclaim Entertainment,117,41,0,7,0
991,The SpongeBob SquarePants Movie,PS2,24,Platform,THQ,96,53,0,16,0
992,Golden Sun,GBA,21,Role-Playing,Nintendo,83,37,38,6,0
993,Sonic the Hedgehog 3,GEN,14,Platform,Sega,92,46,20,7,0
994,Kid Icarus,NES,6,Platform,Nintendo,43,12,99,2,0
995,Def Jam: Fight for NY,PS2,24,Fighting,Electronic Arts,76,66,0,22,0
996,Tom Clancy's Ghost Recon,XB,22,Shooter,Ubisoft,113,45,0,7,0
997,State of Emergency,PS2,22,Action,Take-Two Interactive,76,66,0,22,0
998,BioShock Infinite,PS3,33,Shooter,Take-Two Interactive,62,68,4,31,0
999,Hitman: Absolution,X360,32,Action,Square Enix,58,89,1,17,0
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,27,Action,THQ,116,46,0,3,0
1001,Call of Duty: Black Ops 3,X360,35,Shooter,Activision,101,47,0,16,0
