Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
499,Need for Speed: Most Wanted,PS3,32,Racing,Electronic Arts,61,146,6,61,112
139,Driver,PS,19,Action,GT Interactive,276,235,2,33,317
63,Halo: Reach,X360,30,Shooter,Microsoft Game Studios,370,187,8,78,386
472,Middle-Earth: Shadow of Mordor,PS4,34,Action,Warner Bros. Interactive Entertainment,91,139,5,53,122
648,Pro Wrestling,NES,7,Fighting,Nintendo,67,18,122,3,64
129,Assassin's Creed III,PS3,32,Action,Ubisoft,245,225,16,107,327
978,Just Cause 2,PS3,30,Action,Square Enix,35,93,6,33,2
521,Finding Nemo,GBA,23,Action,THQ,149,104,4,14,105
840,Just Dance 3,X360,31,Misc,Ubisoft,137,39,0,16,27
964,Guitar Hero: World Tour,PS2,28,Misc,Activision,90,3,0,77,4
65,New Super Mario Bros. 2,3DS,32,Platform,Nintendo,302,244,169,63,384
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,21,Strategy,Konami Digital Entertainment,154,35,0,7,31
15,Wii Fit Plus,Wii,29,Sports,Nintendo,380,294,171,132,433
157,Assassin's Creed II,PS3,29,Action,Ubisoft,236,184,21,86,302
41,Call of Duty: Black Ops,PS3,30,Shooter,Activision,355,273,45,134,408
493,Super Mario World 2: Yoshi's Island,GBA,22,Platform,Nintendo,165,44,57,9,114
380,Battlefield: Bad Company 2,X360,30,Shooter,Electronic Arts,198,101,4,32,162
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,15,Platform,Nintendo,199,73,158,11,277
765,Mahjong,NES,3,Misc,Nintendo,1,0,156,0,38
217,God of War III,PS3,30,Action,Sony Computer Entertainment,252,134,12,63,258
793,Derby Stallion,PS,17,Sports,ASCII Entertainment,0,0,146,14,33
53,Gran Turismo,PS,17,Racing,Sony Computer Entertainment,316,265,172,52,396
880,Who wants to be a millionaire,PC,19,Misc,Disney Interactive Studios,183,0,0,0,18
338,MySims,DS,27,Simulation,Electronic Arts,149,155,8,41,180
750,Forza Motorsport 5,XOne,33,Racing,Microsoft Game Studios,111,77,1,17,42
721,Dissidia: Final Fantasy,PSP,28,Fighting,Square Enix,41,50,83,32,49
726,Dance Dance Revolution X2,PS2,29,Simulation,Konami Digital Entertainment,99,84,0,28,47
296,Far Cry 4,PS4,34,Shooter,Ubisoft,102,198,10,69,205
703,FIFA Soccer 09,PS2,28,Sports,Electronic Arts,31,7,1,133,52
252,Zelda II: The Adventure of Link,NES,7,Adventure,Nintendo,207,49,135,8,230
728,Prince of Persia: The Sands of Time,PS2,23,Action,Ubisoft,78,102,0,31,46
462,Saints Row 2,X360,28,Action,THQ,183,79,2,27,125
456,Donkey Kong,GB,14,Platform,Nintendo,147,61,51,34,128
998,BioShock Infinite,PS3,33,Shooter,Take-Two Interactive,62,68,4,31,0
817,Tom Clancy's Splinter Cell: Conviction,X360,30,Action,Ubisoft,110,62,4,19,30
864,Devil May Cry 2,PS2,23,Action,Capcom,61,57,47,17,21
270,FIFA Soccer 06,PS2,25,Sports,Electronic Arts,68,224,4,83,219
202,Resident Evil,PS,16,Action,Virgin Interactive,194,115,101,73,270
162,Monster Hunter Freedom Unite,PSP,28,Role-Playing,Capcom,37,56,205,34,298
556,Madden NFL 12,X360,31,Sports,Electronic Arts,226,11,0,16,92
731,Need for Speed: Hot Pursuit,X360,30,Racing,Electronic Arts,93,97,0,21,46
402,Assassin's Creed IV: Black Flag,X360,33,Action,Ubisoft,179,113,1,29,151
704,Star Wars: The Force Unleashed,PS3,28,Action,LucasArts,91,89,0,37,52
477,Animal Crossing: Happy Home Designer,3DS,35,Simulation,Nintendo,37,99,120,12,121
823,Need for Speed: ProStreet,PS3,27,Racing,Electronic Arts,63,91,4,37,29
773,Toy Story 3: The Video Game,DS,30,Action,Disney Interactive Studios,83,96,2,21,36
106,Tekken 3,PS,18,Fighting,Sony Computer Entertainment,286,204,121,29,346
566,Call Of Duty 2: Big Red One,PS2,25,Shooter,Activision,138,91,1,26,90
390,Final Fantasy III,SNES,14,Role-Playing,SquareSoft,76,0,173,2,157
2,Super Mario Bros.,NES,5,Platform,Nintendo,397,259,220,77,446
939,Kingdom Hearts: Chain of Memories,GBA,24,Role-Playing,Square Enix,116,18,33,6,9
984,Madden NFL 25,PS3,33,Sports,Electronic Arts,149,3,0,15,1
562,Yokai Watch 2 Shinuchi,3DS,34,Role-Playing,Level 5,0,0,178,0,91
81,Mario Party 8,Wii,27,Misc,Nintendo,309,211,133,73,370
206,Spyro the Dragon,PS,18,Platform,Sony Computer Entertainment,289,134,7,21,267
35,Call of Duty: Black Ops II,PS3,32,Shooter,Activision,341,286,60,145,414
777,Golf,GB,9,Sports,Nintendo,73,33,84,4,36
509,Mortal Kombat,PS3,31,Fighting,Warner Bros. Interactive Entertainment,187,54,0,32,108
428,Dance Central,X360,30,Misc,MTV Games,204,76,1,26,139
455,The Legend of Zelda: A Link Between Worlds,3DS,33,Action,Nintendo,130,98,43,22,128
367,FIFA Soccer 11,X360,30,Sports,Electronic Arts,61,217,2,40,167
92,Super Mario Galaxy 2,Wii,30,Platform,Nintendo,302,218,90,64,359
340,Tony Hawk's Pro Skater 4,PS2,22,Sports,Activision,202,117,1,35,179
899,Red Faction,PS2,21,Shooter,THQ,66,95,0,20,16
565,Mortal Kombat,GEN,12,Fighting,Arena Entertainment,184,62,0,9,90
346,Jak and Daxter: The Precursor Legacy,PS2,21,Platform,Sony Computer Entertainment,197,108,15,33,176
778,NBA 2K12,PS3,31,Sports,Take-Two Interactive,151,27,5,18,35
242,Spider-Man: The Movie,PS2,22,Action,Activision,250,146,3,23,237
14,Wii Fit,Wii,27,Sports,Nintendo,376,293,195,141,434
316,World Soccer Winning Eleven 8 International,PS2,24,Sports,Konami Digital Entertainment,14,178,102,68,193
601,Madden NFL 08,PS2,27,Sports,Electronic Arts,203,8,0,35,80
388,LittleBigPlanet 2,PS3,31,Platform,Sony Computer Entertainment,171,106,6,47,157
274,Assassin's Creed: Revelations,X360,31,Action,Ubisoft,212,143,4,43,217
167,Call of Duty: World at War,PS3,28,Shooter,Activision,251,176,0,83,293
842,Dead Space,PS3,28,Action,Electronic Arts,95,66,0,30,26
994,Kid Icarus,NES,6,Platform,Nintendo,43,12,99,2,0
647,Tetris Plus,PS,16,Puzzle,JVC,199,24,0,7,64
820,R4: Ridge Racer Type 4,PS,18,Racing,Namco Bandai Games,58,45,73,13,30
485,Wave Race 64,N64,16,Racing,Nintendo,187,57,32,4,117
982,High School Musical: Sing It!,Wii,27,Misc,Disney Interactive Studios,106,44,0,16,1
505,Colin McRae Rally,PS,18,Racing,Codemasters,7,219,12,22,110
833,Rayman Raving Rabbids: TV Party,Wii,28,Misc,Ubisoft,63,108,0,23,28
244,Uncharted: The Nathan Drake Collection,PS4,35,Action,Sony Computer Entertainment,185,162,8,74,236
567,Guitar Hero: World Tour,X360,28,Misc,Activision,168,63,0,25,90
877,NBA Street Vol. 2,PS2,23,Sports,Electronic Arts,159,20,0,6,19
563,Need for Speed: Shift,PS3,29,Racing,Electronic Arts,59,139,4,53,91
688,WarioWare Touched!,DS,24,Puzzle,Nintendo,42,44,108,13,55
190,Mario & Sonic at the Olympic Games,DS,28,Sports,Sega,154,222,41,58,276
784,Rock Band,Wii,37,Misc,MTV Games,125,55,0,20,35
701,Yokai Watch Busters,3DS,35,Action,Level 5,0,0,160,0,52
476,Devil May Cry,PS2,21,Action,Capcom,126,85,59,13,122
683,NBA 2K16,XOne,35,Sports,Take-Two Interactive,182,14,0,24,56
511,Yoshi's Story,N64,17,Platform,Nintendo,119,52,90,5,108
59,Pokemon FireRed/Pokemon LeafGreen,GBA,24,Role-Playing,Nintendo,328,229,189,35,390
475,World Soccer Winning Eleven 6 International,PS2,22,Sports,Konami Digital Entertainment,10,125,105,45,122
561,Burnout 3: Takedown,PS2,24,Racing,Electronic Arts,113,110,0,34,91
858,Battlefield 4,XOne,33,Shooter,Electronic Arts,115,57,0,16,22
749,ATV Offroad Fury 2,PS2,22,Racing,THQ,181,20,0,6,42
253,Need for Speed: Most Wanted,PS2,25,Racing,Electronic Arts,192,170,8,47,229
22,Super Mario Land,GB,9,Platform,Nintendo,386,230,207,42,426
314,Sports Champions,PS3,30,Sports,Sony Computer Entertainment,201,113,10,51,194
460,Far Cry 3,X360,32,Shooter,Ubisoft,128,133,2,28,126
161,Forza Motorsport 3,X360,29,Racing,Microsoft Game Studios,268,181,10,51,299
277,Teenage Mutant Ninja Turtles,NES,9,Action,Palcom,290,43,30,4,216
957,Metroid Prime 3: Corruption,Wii,27,Shooter,Nintendo,81,73,7,9,6
192,Kirby's Dream Land,GB,12,Platform,Nintendo,250,60,138,11,275
386,Tekken 4,PS2,22,Fighting,Namco Bandai Games,145,126,31,29,159
807,Sim Theme Park,PC,18,Strategy,Electronic Arts,193,4,0,0,32
414,Gran Turismo (PSP),PSP,29,Racing,Sony Computer Entertainment,40,154,30,86,146
492,Cooking Mama: Cook Off,Wii,27,Simulation,505 Games,133,112,5,30,114
344,Guitar Hero: World Tour,Wii,28,Misc,Activision,219,96,0,35,177
771,Final Fantasy Tactics Advance,GBA,23,Role-Playing,SquareSoft,72,36,81,5,37
309,Monster Hunter 4 Ultimate,3DS,34,Role-Playing,Nintendo,57,48,174,11,196
663,NBA 2K15,PS4,34,Sports,Take-Two Interactive,136,53,1,37,62
131,Pokémon Emerald Version,GBA,24,Role-Playing,Nintendo,239,153,152,21,325
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,21,Misc,Konami Digital Entertainment,106,90,0,30,62
873,Destiny,X360,34,Shooter,Activision,120,48,0,16,19
100,Battlefield 3,X360,31,Shooter,Electronic Arts,332,199,6,69,352
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,16,Platform,Nintendo,107,49,139,8,165
88,Final Fantasy VIII,PS,19,Role-Playing,SquareSoft,214,164,197,23,363
459,Kung Fu Panda,X360,28,Action,Activision,180,83,0,29,127
331,Harry Potter and the Sorcerer's Stone,PS,21,Action,Electronic Arts,127,189,14,22,184
215,Monster Hunter Freedom 3,PSP,30,Role-Playing,Capcom,0,0,213,0,260
467,WWE SmackDown! Shut Your Mouth,PS2,22,Sports,THQ,135,112,7,38,124
122,FIFA 12,PS3,31,Sports,Electronic Arts,74,272,11,120,333
615,PES 2009: Pro Evolution Soccer,PS2,28,Sports,Konami Digital Entertainment,11,7,25,139,74
21,Pokemon Diamond/Pokemon Pearl,DS,26,Role-Playing,Nintendo,360,275,218,117,427
702,Mario Bros.,NES,3,Platform,Nintendo,41,12,136,2,52
72,Donkey Kong Country,SNES,14,Platform,Nintendo,329,163,184,23,377
107,Crash Bandicoot 3: Warped,PS,18,Platform,Sony Computer Entertainment,303,167,122,28,345
271,EyeToy Play,PS2,23,Misc,Sony Computer Entertainment,78,211,20,82,218
862,Spyro: Enter the Dragonfly,PS2,22,Platform,Universal Interactive,64,94,0,28,21
436,Animal Crossing,GC,21,Simulation,Nintendo,181,16,91,9,135
103,Just Dance,Wii,29,Misc,Ubisoft,297,243,0,73,349
